,Date,FEIcm2,FEIcm3,FEIcm4,FEIcm5,FEIcm6,FEIcm7,FEIcm8,FEIcm9,FEIcm10,FEIcm11,FEIcm12,FEIcm13,FEIcm14,FEIcm15,FEIcm16,FEIcm17,FEIcm18,FEIcm19,Inverse of FEIcm2,Inverse of FEIcm3,Inverse of FEIcm4,Inverse of FEIcm5,Inverse of FEIcm6,Inverse of FEIcm7,Inverse of FEIcm8,Inverse of FEIcm9,Inverse of FEIcm10,Inverse of FEIcm11,Inverse of FEIcm12,Inverse of FEIcm13,Inverse of FEIcm14,Inverse of FEIcm15,Inverse of FEIcm16,Inverse of FEIcm17,Inverse of FEIcm18,Inverse of FEIcm19
211,2023-10-272023-10-302023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.06,0.09,0.09,0.09,0.09,0.08,0.08,0.26,0.42000000000000004,0.51,0.45999999999999996,0.35,0.21000000000000002,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,2023-10-302023-10-312023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.06,0.09,0.09,0.09,0.09,0.08,0.09,0.27,0.43000000000000005,0.51,0.44999999999999996,0.33999999999999997,0.21000000000000002,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,2023-10-312023-11-012023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.06,0.06,0.09,0.09,0.09,0.09,0.09,0.09,0.27,0.44000000000000006,0.51,0.44999999999999996,0.33,0.21000000000000002,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,2023-11-012023-11-022023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.06,0.09,0.09,0.09,0.09,0.09,0.09,0.26,0.44999999999999996,0.52,0.44999999999999996,0.33,0.21000000000000002,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,2023-11-022023-11-032023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.06,0.09,0.09,0.09,0.09,0.09,0.09,0.25,0.44999999999999996,0.52,0.44999999999999996,0.33,0.21000000000000002,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,2023-11-032023-11-062023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.05,0.06,0.08,0.09,0.09,0.09,0.09,0.09,0.25,0.45999999999999996,0.53,0.44999999999999996,0.33,0.21000000000000002,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,2023-11-062023-11-072023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.05,0.06,0.07,0.09,0.09,0.09,0.09,0.08,0.25,0.47,0.53,0.44999999999999996,0.33999999999999997,0.21000000000000002,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2023-11-072023-11-082023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.05,0.06,0.07,0.09,0.09,0.09,0.09,0.08,0.25,0.47,0.53,0.44999999999999996,0.35,0.21000000000000002,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,2023-11-082023-11-092023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.06,0.07,0.09,0.09,0.09,0.09,0.08,0.24,0.45999999999999996,0.53,0.44999999999999996,0.36,0.21000000000000002,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2023-11-092023-11-102023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.06,0.08,0.09,0.09,0.09,0.09,0.09,0.23,0.44999999999999996,0.53,0.45999999999999996,0.36,0.21000000000000002,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,2023-11-102023-11-132023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.06,0.07,0.09,0.09,0.09,0.09,0.08,0.23000000000000004,0.45999999999999996,0.54,0.45999999999999996,0.35,0.21000000000000002,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,2023-11-132023-11-142023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.06,0.07,0.09,0.09,0.09,0.09,0.08,0.23000000000000004,0.47,0.53,0.45999999999999996,0.33999999999999997,0.21000000000000002,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,2023-11-142023-11-152023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.06,0.07,0.09,0.09,0.09,0.09,0.08,0.25,0.48,0.53,0.44999999999999996,0.33,0.21000000000000002,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,2023-11-152023-11-162023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.05,0.06,0.07,0.09,0.09,0.09,0.09,0.09,0.24,0.48,0.53,0.44999999999999996,0.33,0.21000000000000002,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,2023-11-162023-11-172023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.06,0.08,0.08,0.09,0.08,0.09,0.08,0.23,0.48,0.54,0.44999999999999996,0.33999999999999997,0.22000000000000003,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,2023-11-172023-11-202023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.06,0.07,0.08,0.08,0.07,0.09,0.07,0.21000000000000002,0.47,0.54,0.44999999999999996,0.35,0.23000000000000004,0.11000000000000001,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,2023-11-202023-11-212023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.07,0.09,0.07,0.2,0.45999999999999996,0.54,0.45999999999999996,0.36,0.24,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,2023-11-212023-11-222023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.06,0.07,0.07,0.08,0.08,0.09,0.08,0.19,0.44,0.53,0.47,0.36,0.24,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,2023-11-222023-11-232023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.06,0.07,0.06,0.09,0.09,0.09,0.09,0.18,0.43000000000000005,0.52,0.48,0.36,0.24,0.14,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2023-11-232023-11-242023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.06,0.06,0.06,0.08,0.09,0.09,0.09,0.19,0.43000000000000005,0.51,0.48,0.36,0.24,0.14,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,2023-11-242023-11-272023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.06,0.06,0.06,0.07,0.09,0.09,0.09,0.21000000000000002,0.45000000000000007,0.52,0.47,0.36,0.24,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,2023-11-272023-11-282023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.06,0.06,0.06,0.06,0.09,0.09,0.08,0.24000000000000002,0.48,0.53,0.45,0.35,0.23,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,2023-11-282023-11-292023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.06,0.06,0.06,0.06,0.09,0.08,0.07,0.27,0.5,0.54,0.44000000000000006,0.33999999999999997,0.22000000000000003,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
